state,code
California (CA),"Avila Beach, CA US"
California (CA),"Azusa, CA US"
California (CA),"Badger, CA US"
California (CA),"Baker, CA US"
California (CA),"Bakersfield, CA US"
California (CA),"Baldwin Park, CA US"
California (CA),"Bangor, CA US"
California (CA),"Banning, CA US"
California (CA),"Barstow, CA US"
California (CA),"Beale Afb, CA US"
California (CA),"Beaumont, CA US"
California (CA),"Bell, CA US"
California (CA),"Bell Gardens, CA US"
California (CA),"Bella Vista, CA US"
California (CA),"Bellflower, CA US"
California (CA),"Belmont, CA US"
California (CA),"Belvedere Tiburon, CA US"
California (CA),"Ben Lomond, CA US"
California (CA),"Benicia, CA US"
California (CA),"Berkeley, CA US"
California (CA),"Bethel Island, CA US"
California (CA),"Beverly Hills, CA US"
California (CA),"Big Bear City, CA US"
California (CA),"Big Bear Lake, CA US"
California (CA),"Big Bend, CA US"
California (CA),"Big Creek, CA US"
California (CA),"Big Oak Flat, CA US"
California (CA),"Big Pine, CA US"
California (CA),"Big sur, CA US"
California (CA),"Biggs, CA US"
California (CA),"Bishop, CA US"
California (CA),"Blairsden-Graeagle, CA US"
California (CA),"Bloomington, CA US"
California (CA),"Blue Jay, CA US"
California (CA),"Blue Lake, CA US"
California (CA),"Blythe, CA US"
California (CA),"Bodega Bay, CA US"
California (CA),"Bolinas, CA US"
California (CA),"Bonita, CA US"
California (CA),"Bonsall, CA US"
California (CA),"Boonville, CA US"
California (CA),"Boron, CA US"
California (CA),"Borrego Springs, CA US"
California (CA),"Boulder Creek, CA US"
California (CA),"Boyes Hot Springs, CA US"
California (CA),"Bradley, CA US"
California (CA),"Brawley, CA US"
California (CA),"Brea, CA US"
California (CA),"Brentwood, CA US"
California (CA),"Bridgeport, CA US"
California (CA),"Bridgeville, CA US"
California (CA),"Brisbane, CA US"
California (CA),"Brookdale, CA US"
California (CA),"Brooks, CA US"
California (CA),"Buellton, CA US"
California (CA),"Buena Park, CA US"
California (CA),"Burbank, CA US"
California (CA),"Burlingame, CA US"
California (CA),"Burney, CA US"
California (CA),"Burrel, CA US"
California (CA),"Butte City, CA US"
California (CA),"Buttonwillow, CA US"
California (CA),"Byron, CA US"
California (CA),"Cabazon, CA US"
California (CA),"Calabasas, CA US"
California (CA),"Calexico, CA US"
California (CA),"California City, CA US"
California (CA),"California Hot Springs, CA US"
California (CA),"Calimesa, CA US"
California (CA),"Calipatria, CA US"
California (CA),"Calistoga, CA US"
California (CA),"Calpella, CA US"
California (CA),"Camarillo, CA US"
California (CA),"Cambria, CA US"
California (CA),"Camino, CA US"
California (CA),"Camp Pendleton, CA US"
California (CA),"Campbell, CA US"
California (CA),"Campo, CA US"
California (CA),"Camptonville, CA US"
California (CA),"Canoga Park, CA US"
California (CA),"Canyon, CA US"
California (CA),"Canyon Country, CA US"
California (CA),"Capistrano Beach, CA US"
California (CA),"Capitola, CA US"
California (CA),"Cardiff by the Sea, CA US"
California (CA),"Carlsbad, CA US"
California (CA),"Carmel, CA US"
California (CA),"Carmel Valley, CA US"
California (CA),"Carmichael, CA US"
California (CA),"Carpinteria, CA US"
California (CA),"Carson, CA US"
California (CA),"Caruthers, CA US"
California (CA),"Castaic, CA US"
California (CA),"Castro Valley, CA US"
California (CA),"Castroville, CA US"
California (CA),"Cathedral City, CA US"
California (CA),"Cayucos, CA US"
California (CA),"Cazadero, CA US"
California (CA),"Cedar Glen, CA US"
California (CA),"Ceres, CA US"
California (CA),"Cerritos, CA US"
California (CA),"Challenge, CA US"
California (CA),"Chatsworth, CA US"
California (CA),"Chester, CA US"
California (CA),"Chicago Park, CA US"
California (CA),"Chico, CA US"
California (CA),"Chinese Camp, CA US"
California (CA),"Chino, CA US"
California (CA),"Chino Hills, CA US"
California (CA),"Chowchilla, CA US"
California (CA),"Chualar, CA US"
California (CA),"Chula Vista, CA US"
California (CA),"Citrus Heights, CA US"
California (CA),"City of Industry, CA US"
California (CA),"Claremont, CA US"
California (CA),"Clayton, CA US"
California (CA),"Clearlake, CA US"
California (CA),"Clearlake Oaks, CA US"
California (CA),"Clements, CA US"
California (CA),"Cloverdale, CA US"
California (CA),"Clovis, CA US"
California (CA),"Coachella, CA US"
California (CA),"Coalinga, CA US"
California (CA),"Cobb, CA US"
California (CA),"Coleville, CA US"
California (CA),"Colfax, CA US"
California (CA),"Coloma, CA US"
California (CA),"Colton, CA US"
California (CA),"Columbia, CA US"
California (CA),"Colusa, CA US"
California (CA),"Compton, CA US"
California (CA),"Concord, CA US"
California (CA),"Copperopolis, CA US"
California (CA),"Corcoran, CA US"
California (CA),"Corning, CA US"
California (CA),"Corona, CA US"
California (CA),"Corona Del Mar, CA US"
California (CA),"Coronado, CA US"
California (CA),"Corte Madera, CA US"
California (CA),"Costa Mesa, CA US"
California (CA),"Cottonwood, CA US"
California (CA),"Coulterville, CA US"
California (CA),"Covelo, CA US"
California (CA),"Covina, CA US"
California (CA),"Crescent City, CA US"
California (CA),"Crestline, CA US"
California (CA),"Crockett, CA US"
California (CA),"Crows Landing, CA US"
California (CA),"Culver City, CA US"
California (CA),"Cupertino, CA US"
California (CA),"Cypress, CA US"
California (CA),"Daggett, CA US"
California (CA),"Daly City, CA US"
California (CA),"Dana Point, CA US"
California (CA),"Danville, CA US"
California (CA),"Davis, CA US"
California (CA),"Death Valley, CA US"
California (CA),"Deer Park, CA US"
California (CA),"Del Mar, CA US"
California (CA),"Delano, CA US"
California (CA),"Delhi, CA US"
California (CA),"Denair, CA US"
California (CA),"Desert Center, CA US"
California (CA),"Desert Hot Springs, CA US"
California (CA),"Diablo, CA US"
California (CA),"Diamond Bar, CA US"
California (CA),"Diamond Springs, CA US"
California (CA),"Dinuba, CA US"
California (CA),"Dixon, CA US"
California (CA),"Dorris, CA US"
California (CA),"Dos Palos, CA US"
California (CA),"Downey, CA US"
California (CA),"Downieville, CA US"
California (CA),"Duarte, CA US"
California (CA),"Dublin, CA US"
California (CA),"Ducor, CA US"
California (CA),"Dunnigan, CA US"
California (CA),"Dunsmuir, CA US"
California (CA),"Durham, CA US"
California (CA),"Dutch Flat, CA US"
California (CA),"Earlimart, CA US"
California (CA),"Earp, CA US"
California (CA),"East Irvine, CA US"
California (CA),"Edison, CA US"
California (CA),"Edwards, CA US"
California (CA),"El Cajon, CA US"
California (CA),"El Centro, CA US"
California (CA),"El Cerrito, CA US"
California (CA),"El Dorado, CA US"
California (CA),"El Dorado Hills, CA US"
California (CA),"El Granada, CA US"
California (CA),"El Monte, CA US"
California (CA),"El Segundo, CA US"
California (CA),"El Sobrante, CA US"
California (CA),"Eldridge, CA US"
California (CA),"Elk, CA US"
California (CA),"Elk Creek, CA US"
California (CA),"Elk Grove, CA US"
California (CA),"Elmira, CA US"
California (CA),"Elverta, CA US"
California (CA),"Emeryville, CA US"
California (CA),"Empire, CA US"
California (CA),"Encinitas, CA US"
California (CA),"Encino, CA US"
California (CA),"Escalon, CA US"
California (CA),"Escondido, CA US"
California (CA),"Esparto, CA US"
California (CA),"Etna, CA US"
California (CA),"Eureka, CA US"
California (CA),"Exeter, CA US"
California (CA),"Fair Oaks, CA US"
California (CA),"Fairfax, CA US"
California (CA),"Fairfield, CA US"
California (CA),"Fall River Mills, CA US"
California (CA),"Fallbrook, CA US"
California (CA),"Farmersville, CA US"
California (CA),"Farmington, CA US"
California (CA),"Felton, CA US"
California (CA),"Ferndale, CA US"
California (CA),"Fiddletown, CA US"
California (CA),"Fillmore, CA US"
California (CA),"Firebaugh, CA US"
California (CA),"Five Points, CA US"
California (CA),"Folsom, CA US"
California (CA),"Fontana, CA US"
California (CA),"Foothill Ranch, CA US"
California (CA),"Forbestown, CA US"
California (CA),"Forest Knolls, CA US"
California (CA),"Forest Ranch, CA US"
California (CA),"Foresthill, CA US"
California (CA),"Forestville, CA US"
California (CA),"Fortuna, CA US"
California (CA),"Fountain Valley, CA US"
California (CA),"Fowler, CA US"
California (CA),"Frazier Park, CA US"
California (CA),"Freedom, CA US"
California (CA),"Fremont, CA US"
California (CA),"French Gulch, CA US"
California (CA),"Fresno, CA US"
California (CA),"Friant, CA US"
California (CA),"Ft Bragg, CA US"
California (CA),"Ft Irwin, CA US"
California (CA),"Fullerton, CA US"
California (CA),"Fulton, CA US"
California (CA),"Galt, CA US"
California (CA),"Garberville, CA US"
California (CA),"Garden Grove, CA US"
California (CA),"Gardena, CA US"
California (CA),"Gazelle, CA US"
California (CA),"Georgetown, CA US"
California (CA),"Geyserville, CA US"
California (CA),"Gilroy, CA US"
California (CA),"Glen Ellen, CA US"
California (CA),"Glendale, CA US"
California (CA),"Glendora, CA US"
California (CA),"Glennville, CA US"
California (CA),"Goleta, CA US"
California (CA),"Gonzales, CA US"
California (CA),"Granada Hills, CA US"
California (CA),"Grand Terrace, CA US"
California (CA),"Grass Valley, CA US"
California (CA),"Greenbrae, CA US"
California (CA),"Greenfield, CA US"
California (CA),"Greenville, CA US"
California (CA),"Greenwood, CA US"
California (CA),"Grenada, CA US"
California (CA),"Gridley, CA US"
California (CA),"Grizzly Flats, CA US"
California (CA),"Groveland, CA US"
California (CA),"Grover Beach, CA US"
California (CA),"Guadalupe, CA US"
California (CA),"Gualala, CA US"
California (CA),"Guerneville, CA US"
California (CA),"Guinda, CA US"
California (CA),"Gustine, CA US"
California (CA),"Hacienda Heights, CA US"
California (CA),"Half Moon Bay, CA US"
California (CA),"Hanford, CA US"
California (CA),"Happy Camp, CA US"
California (CA),"Harbor City, CA US"
California (CA),"Hawthorne, CA US"
California (CA),"Hayfork, CA US"
California (CA),"Hayward, CA US"
California (CA),"Healdsburg, CA US"
California (CA),"Heber, CA US"
California (CA),"Helendale, CA US"
California (CA),"Hemet, CA US"
California (CA),"Herald, CA US"
California (CA),"Hercules, CA US"
California (CA),"Herlong, CA US"
California (CA),"Hermosa Beach, CA US"
California (CA),"Hesperia, CA US"
California (CA),"Hickman, CA US"
California (CA),"Highland, CA US"
California (CA),"Hilmar, CA US"
California (CA),"Hollister, CA US"
California (CA),"Holtville, CA US"
California (CA),"Homeland, CA US"
California (CA),"Homewood, CA US"
California (CA),"Honeydew, CA US"
California (CA),"Hoopa, CA US"
California (CA),"Hornbrook, CA US"
California (CA),"Hughson, CA US"
California (CA),"Huntington Beach, CA US"
California (CA),"Huntington Park, CA US"
California (CA),"Huron, CA US"
California (CA),"Hydesville, CA US"
California (CA),"Idyllwild, CA US"
California (CA),"Igo, CA US"
California (CA),"Imperial, CA US"
California (CA),"Imperial Beach, CA US"
California (CA),"Independence, CA US"
California (CA),"Indian Wells, CA US"
California (CA),"Indio, CA US"
California (CA),"Inglewood, CA US"
California (CA),"Inverness, CA US"
California (CA),"Ione, CA US"
California (CA),"Irvine, CA US"
California (CA),"Isleton, CA US"
California (CA),"Ivanhoe, CA US"
California (CA),"Jackson, CA US"
California (CA),"Jacumba, CA US"
California (CA),"Jamestown, CA US"
California (CA),"Jamul, CA US"
California (CA),"Jenner, CA US"
California (CA),"Joshua Tree, CA US"
California (CA),"Julian, CA US"
California (CA),"June Lake, CA US"
California (CA),"Kelseyville, CA US"
California (CA),"Kentfield, CA US"
California (CA),"Kenwood, CA US"
California (CA),"Kerman, CA US"
California (CA),"Kernville, CA US"
California (CA),"King City, CA US"
California (CA),"Kings Beach, CA US"
California (CA),"Kings Canyon National Pk, CA US"
California (CA),"Kingsburg, CA US"
California (CA),"Klamath, CA US"
California (CA),"Kneeland, CA US"
California (CA),"Knights Landing, CA US"
California (CA),"Knightsen, CA US"
California (CA),"La Canada Flintridge, CA US"
California (CA),"La Crescenta, CA US"
California (CA),"La Habra, CA US"
California (CA),"La Honda, CA US"
California (CA),"La Jolla, CA US"
California (CA),"La Mesa, CA US"
California (CA),"La Mirada, CA US"
California (CA),"La Palma, CA US"
California (CA),"La Puente, CA US"
California (CA),"La Quinta, CA US"
California (CA),"La Verne, CA US"
California (CA),"Ladera Ranch, CA US"
California (CA),"Lafayette, CA US"
California (CA),"Laguna Beach, CA US"
California (CA),"Laguna Hills, CA US"
California (CA),"Laguna Niguel, CA US"
California (CA),"Lake Arrowhead, CA US"
California (CA),"Lake Elsinore, CA US"
California (CA),"Lake Forest, CA US"
California (CA),"Lake Hughes, CA US"
California (CA),"Lake Isabella, CA US"
California (CA),"Lakeport, CA US"
California (CA),"Lakeside, CA US"
California (CA),"Lakewood, CA US"
California (CA),"Lancaster, CA US"
California (CA),"Larkspur, CA US"
California (CA),"Lathrop, CA US"
California (CA),"Laton, CA US"
California (CA),"Lawndale, CA US"
California (CA),"Laytonville, CA US"
California (CA),"Le Grand, CA US"
California (CA),"Lebec, CA US"
California (CA),"Lee Vining, CA US"
California (CA),"Leggett, CA US"
California (CA),"Lemon Cove, CA US"
California (CA),"Lemon Grove, CA US"
California (CA),"Lemoore, CA US"
California (CA),"Lewiston, CA US"
California (CA),"Lincoln, CA US"
California (CA),"Linden, CA US"
California (CA),"Lindsay, CA US"
California (CA),"Littlerock, CA US"
California (CA),"Live Oak, CA US"
California (CA),"Livermore, CA US"
California (CA),"Livingston, CA US"
California (CA),"Lockeford, CA US"
California (CA),"Lodi, CA US"
California (CA),"Loma Linda, CA US"
California (CA),"Lomita, CA US"
California (CA),"Lompoc, CA US"
California (CA),"Lone Pine, CA US"
California (CA),"Long Beach, CA US"
California (CA),"Loomis, CA US"
California (CA),"Los Alamitos, CA US"
California (CA),"Los Altos, CA US"
California (CA),"Los Angeles, CA US"
California (CA),"Los Banos, CA US"
California (CA),"Los Gatos, CA US"
California (CA),"Los Molinos, CA US"
California (CA),"Los Olivos, CA US"
California (CA),"Los Osos, CA US"
California (CA),"Lost Hills, CA US"
California (CA),"Lower Lake, CA US"
California (CA),"Loyalton, CA US"
California (CA),"Lucerne, CA US"
California (CA),"Lucerne Valley, CA US"
California (CA),"Lynwood, CA US"
California (CA),"Lyoth, CA US"
California (CA),"Mad River, CA US"
California (CA),"Madera, CA US"
California (CA),"Magalia, CA US"
California (CA),"Malibu, CA US"
California (CA),"Mammoth Lakes, CA US"
California (CA),"Manhattan Beach, CA US"
California (CA),"Manteca, CA US"
California (CA),"March Afb, CA US"
California (CA),"Marina, CA US"
California (CA),"Marina Del Rey, CA US"
California (CA),"Mariposa, CA US"
California (CA),"Markleeville, CA US"
California (CA),"Marshall, CA US"
California (CA),"Martinez, CA US"
California (CA),"Marysville, CA US"
California (CA),"Mather, CA US"
California (CA),"Maxwell, CA US"
California (CA),"Maywood, CA US"
California (CA),"Mc Farland, CA US"
California (CA),"Mc Kittrick, CA US"
California (CA),"Mcclellan, CA US"
California (CA),"Mckinleyville, CA US"
California (CA),"Meadow Vista, CA US"
California (CA),"Mecca, CA US"
California (CA),"Mendocino, CA US"
California (CA),"Mendota, CA US"
California (CA),"Menifee, CA US"
California (CA),"Menlo Park, CA US"
California (CA),"Mentone, CA US"
California (CA),"Merced, CA US"
California (CA),"Meridian, CA US"
California (CA),"Mi Wuk Village, CA US"
California (CA),"Middletown, CA US"
California (CA),"Midway City, CA US"
California (CA),"Mill Valley, CA US"
California (CA),"Millbrae, CA US"
California (CA),"Millville, CA US"
California (CA),"Milpitas, CA US"
California (CA),"Mira Loma, CA US"
California (CA),"Miramonte, CA US"
California (CA),"Miranda, CA US"
California (CA),"Mission Hills, CA US"
California (CA),"Mission Viejo, CA US"
California (CA),"Moccasin, CA US"
California (CA),"Modesto, CA US"
California (CA),"Mojave, CA US"
California (CA),"Mokelumne Hill, CA US"
California (CA),"Monrovia, CA US"
California (CA),"Montague, CA US"
California (CA),"Montara, CA US"
California (CA),"Montclair, CA US"
California (CA),"Monte Rio, CA US"
California (CA),"Montebello, CA US"
California (CA),"Monterey, CA US"
California (CA),"Monterey Park, CA US"
California (CA),"Montrose, CA US"
California (CA),"Moorpark, CA US"
California (CA),"Moraga, CA US"
California (CA),"Moreno Valley, CA US"
California (CA),"Morgan Hill, CA US"
California (CA),"Morro Bay, CA US"
California (CA),"Moss Beach, CA US"
California (CA),"Moss Landing, CA US"
California (CA),"Mount Aukum, CA US"
California (CA),"Mount Baldy, CA US"
California (CA),"Mount Hamilton, CA US"
California (CA),"Mount Laguna, CA US"
California (CA),"Mount Shasta, CA US"
California (CA),"Mount Wilson, CA US"
California (CA),"Mountain View, CA US"
California (CA),"Murrieta, CA US"
California (CA),"Napa, CA US"
California (CA),"National City, CA US"
California (CA),"Navarro, CA US"
California (CA),"Needles, CA US"
California (CA),"Nevada City, CA US"
California (CA),"New Cuyama, CA US"
California (CA),"Newark, CA US"
California (CA),"Newberry Springs, CA US"
California (CA),"Newbury Park, CA US"
California (CA),"Newcastle, CA US"
California (CA),"Newhall, CA US"
California (CA),"Newman, CA US"
California (CA),"Newport Beach, CA US"
California (CA),"Newport Coast, CA US"
California (CA),"Nicasio, CA US"
California (CA),"Nicolaus, CA US"
California (CA),"Nipomo, CA US"
California (CA),"Norco, CA US"
California (CA),"Norden, CA US"
California (CA),"North Fork, CA US"
California (CA),"North Highlands, CA US"
California (CA),"North Hills, CA US"
California (CA),"North Hollywood, CA US"
California (CA),"North Palm Springs, CA US"
California (CA),"North San Juan, CA US"
California (CA),"Northridge, CA US"
California (CA),"Norwalk, CA US"
California (CA),"Novato, CA US"
California (CA),"Nuevo, CA US"
California (CA),"o Neals, CA US"
California (CA),"Oak Park, CA US"
California (CA),"Oak View, CA US"
California (CA),"Oakdale, CA US"
California (CA),"Oakhurst, CA US"
California (CA),"Oakland, CA US"
California (CA),"Oakley, CA US"
California (CA),"Oakville, CA US"
California (CA),"Occidental, CA US"
California (CA),"Oceano, CA US"
California (CA),"Oceanside, CA US"
California (CA),"Ojai, CA US"
California (CA),"Olancha, CA US"
California (CA),"Olympic Valley, CA US"
California (CA),"Ontario, CA US"
California (CA),"Orange, CA US"
California (CA),"Orange County, CA US"
California (CA),"Orangevale, CA US"
California (CA),"Orinda, CA US"
California (CA),"Orland, CA US"
California (CA),"Orleans, CA US"
California (CA),"Oro Grande, CA US"
California (CA),"Orosi, CA US"
California (CA),"Oroville, CA US"
California (CA),"Oxnard, CA US"
California (CA),"Pacific Grove, CA US"
California (CA),"Pacific Palisades, CA US"
California (CA),"Pacifica, CA US"
California (CA),"Pacoima, CA US"
California (CA),"Paicines, CA US"
California (CA),"Pala, CA US"
California (CA),"Palm Desert, CA US"
California (CA),"Palm Springs, CA US"
California (CA),"Palmdale, CA US"
California (CA),"Palo Alto, CA US"
California (CA),"Palo Cedro, CA US"
California (CA),"Palomar Mountain, CA US"
California (CA),"Palos Verdes Peninsula, CA US"
California (CA),"Panorama City, CA US"
California (CA),"Paradise, CA US"
California (CA),"Paramount, CA US"
California (CA),"Parker Dam, CA US"
California (CA),"Parlier, CA US"
California (CA),"Pasadena, CA US"
California (CA),"Paskenta, CA US"
California (CA),"Paso Robles, CA US"
California (CA),"Patterson, CA US"
California (CA),"Pearblossom, CA US"
California (CA),"Pebble Beach, CA US"
California (CA),"Penn Valley, CA US"
California (CA),"Penngrove, CA US"
California (CA),"Penryn, CA US"
California (CA),"Perris, CA US"
California (CA),"Pescadero, CA US"
California (CA),"Petaluma, CA US"
California (CA),"Petrolia, CA US"
California (CA),"Phelan, CA US"
California (CA),"Phillipsville, CA US"
California (CA),"Pico Rivera, CA US"
California (CA),"Piedmont, CA US"
California (CA),"Piercy, CA US"
California (CA),"Pine Grove, CA US"
California (CA),"Pine Valley, CA US"
California (CA),"Pinecrest, CA US"
California (CA),"Pinole, CA US"
California (CA),"Pismo Beach, CA US"
California (CA),"Pittsburg, CA US"
California (CA),"Pixley, CA US"
California (CA),"Placentia, CA US"
California (CA),"Placerville, CA US"
California (CA),"Planada, CA US"
California (CA),"Playa Del Rey, CA US"
California (CA),"Pleasant Grove, CA US"
California (CA),"Pleasant Hill, CA US"
California (CA),"Pleasanton, CA US"
California (CA),"Plymouth, CA US"
California (CA),"Point Arena, CA US"
California (CA),"Point Mugu Nawc, CA US"
California (CA),"Point Reyes Station, CA US"
California (CA),"Pollock Pines, CA US"
California (CA),"Pomona, CA US"
California (CA),"Port Costa, CA US"
California (CA),"Port Hueneme, CA US"
California (CA),"Port Hueneme Cbc Base, CA US"
California (CA),"Porterville, CA US"
California (CA),"Portola, CA US"
California (CA),"Portola Valley, CA US"
California (CA),"Poway, CA US"
California (CA),"Quincy, CA US"
California (CA),"Raisin, CA US"
California (CA),"Ramona, CA US"
California (CA),"Rancho Cordova, CA US"
California (CA),"Rancho Cucamonga, CA US"
California (CA),"Rancho Mirage, CA US"
California (CA),"Rancho Palos Verdes, CA US"
California (CA),"Rancho Santa Fe, CA US"
California (CA),"Rancho Santa Margarita, CA US"
California (CA),"Randsburg, CA US"
California (CA),"Raymond, CA US"
California (CA),"Red Bluff, CA US"
California (CA),"Redding, CA US"
California (CA),"Redlands, CA US"
California (CA),"Redondo Beach, CA US"
California (CA),"Redwood City, CA US"
California (CA),"Redwood Estates, CA US"
California (CA),"Redwood Valley, CA US"
California (CA),"Reedley, CA US"
California (CA),"Represa, CA US"
California (CA),"Rescue, CA US"
California (CA),"Reseda, CA US"
California (CA),"Rialto, CA US"
California (CA),"Richgrove, CA US"
California (CA),"Richmond, CA US"
California (CA),"Richvale, CA US"
California (CA),"Ridgecrest, CA US"
California (CA),"Rio Dell, CA US"
California (CA),"Rio Linda, CA US"
California (CA),"Rio Oso, CA US"
California (CA),"Rio Vista, CA US"
California (CA),"Ripon, CA US"
California (CA),"Riverbank, CA US"
California (CA),"Riverdale, CA US"
California (CA),"Riverside, CA US"
California (CA),"Robbins, CA US"
California (CA),"Rocklin, CA US"
California (CA),"Rodeo, CA US"
California (CA),"Rohnert Park, CA US"
California (CA),"Rosamond, CA US"
California (CA),"Rosemead, CA US"
California (CA),"Roseville, CA US"
California (CA),"Ross, CA US"
California (CA),"Rough And Ready, CA US"
California (CA),"Rowland Heights, CA US"
California (CA),"Sacramento, CA US"
California (CA),"Salida, CA US"
California (CA),"Salinas, CA US"
California (CA),"San Andreas, CA US"
California (CA),"San Anselmo, CA US"
California (CA),"San Ardo, CA US"
California (CA),"San Bernardino, CA US"
California (CA),"San Bruno, CA US"
California (CA),"San Carlos, CA US"
California (CA),"San Clemente, CA US"
California (CA),"San Diego, CA US"
California (CA),"San Dimas, CA US"
California (CA),"San Fernando, CA US"
California (CA),"San Francisco, CA US"
